Id	Strong	Transliteration	Gloss	Definition	Category	Domain	References	spell-N	spell-n	spell-E	spell-G	spell-R	spell-T	spell-K	pc-N	pc-n	pc-E	pc-G	pc-R	pc-T	pc-K
κόραξ	G2876	korax	raven	large black bird with thick strong beak, and fairly short legs; highly intelligent; Corvus family	FA	birds	042012024	ravens	ravens	ravens	harvest	ravens	ravens	ravens	100	100	100	100	100	100	100
Κόρε	G2879	Kore	Korah	the leader of a rebellion against Moses	PN	person	065001011	Korahs	Korahs	Korahs	Korah	Korah's	Korah's		100	100	100	100	100	100	0
Κόρινθος	G2882	Korinthos	Corinth	a city in Greece	PN	settlement	044018001 044019001 046001002 047001001 047001023 055004020	Corinth	Corinth	Corinth	Corinth	Corinth	Corinth	Corinth	100	100	100	100	100	100	100
κόσμος	G2889	kosmos	world	the universe as an ordered structure	MI	universe	040004008 040005014 040013035 040013038 040016026 040018007 040024021 040025034 040026013 041008036 041014009 041016015 042009025 042011050 042012030 043001009 043001010 043001010 043001010 043001029 043003016 043003017 043003017 043003017 043003019 043004042 043006014 043006033 043006051 043007004 043007007 043008012 043008023 043008023 043008026 043009005 043009005 043009039 043010036 043011009 043011027 043012019 043012025 043012031 043012031 043012046 043012047 043012047 043013001 043013001 043014017 043014019 043014022 043014027 043014030 043014031 043015018 043015019 043015019 043015019 043015019 043015019 043016008 043016011 043016020 043016021 043016028 043016028 043016033 043016033 043017005 043017006 043017009 043017011 043017011 043017013 043017014 043017014 043017014 043017015 043017016 043017016 043017018 043017018 043017021 043017023 043017024 043017025 043018020 043018036 043018036 043018037 043021025 044017024 045001008 045001020 045003006 045003019 045004013 045005012 045005013 045011012 045011015 046001020 046001021 046001027 046001027 046001028 046002012 046003019 046003022 046004009 046004013 046005010 046005010 046006002 046006002 046007031 046007031 046007033 046007034 046008004 046011032 046014010 047001012 047005019 047007010 048004003 048006014 048006014 049001004 049002002 049002012 050002015 051001006 051002008 051002020 051002020 054001015 054003016 054006007 058004003 058009026 058010005 058011007 058011038 059001027 059002005 059003006 059004004 059004004 060001020 060005009 061001004 061002005 061002005 061002020 061003006 062002002 062002015 062002015 062002015 062002016 062002016 062002017 062003001 062003013 062003017 062004001 062004003 062004004 062004005 062004005 062004005 062004009 062004014 062004017 062005004 062005004 062005005 062005019 063001007 066011015 066013008 066017008	world	world	world	world	world	world	world	94	95	97	89	95	95	99
κόφινος	G2894	kophinos	large basket	a relatively large basket used primarily for food or produce	RE	artifacts; containers	040014020 040016009 041006043 041008019 042009017 043006013	twelve basketfuls	twelve basketfuls	twelve baskets	twelve baskets	twelve baskets	twelve baskets	twelve baskets	50	50	67	67	67	67	67
κράβαττος	G2895	krabattos	cot; pallet; stretcher	a relatively small and often temporary type of object on which a person may lie or recline; made of reeds or cloth; thin and light for carrying	RE	artifacts; furnishings	041002004 041002009 041002011 041002012 041006055 043005008 043005009 043005010 043005011 044005015 044009033	paralyzed	paralytic	not	not	pallet	stretcher	not	18	18	18	18	73	36	18
κράσπεδον-1	G2899	kraspedon-1	fringe	decorative tassel attached to the bottom edge of a long outer garment; or perhaps, same as meaning (2)	RE	artifacts; clothing	040009020 040014036 041006056 042008044			fringe		fringe	suffering		0	0	100	0	100	25	0
κράσπεδον-2	G2899	kraspedon-2	tassel	the tassels which Jews were obliged to wear on the four corners of the outer garment (see Numbers 15.37-41)	RE	artifacts; clothing; religious activities	040023005	tassels	tassels		tassels		tassels		100	100	0	100	0	100	0
Κρήσκης	G2913	Krēskēs	Crescens	a companion of Paul	PN	person	055004010	Crescens	Crescens	Crescens	Crescens	Crescens	Crescens	Crescens	100	100	100	100	100	100	100
Κρής	G2912	Krēs	Cretan	a person who is a native of Crete	PN	person	044002011 056001012	Cretans	Cretans	Cretans	Cretan	Cretans	Cretans	Cretians	100	100	100	50	100	100	50
Κρήτη	G2914	Krētē	Crete	an island south of Greece	PN	area	044027007 044027012 044027013 044027021 056001005	Crete	Crete	Crete	Crete	Crete	Crete	Crete	100	100	100	100	100	100	100
κριθή	G2915	krithē	barley	a grain somewhat similar to wheat, but regarded as less desirable for food	FL	agriculture	066006006	barley	barley	barley	barley	barley	barley	barley	100	100	100	100	100	100	100
κριτήριον	G2922	kritērion	court case, lawsuit	legal action taken in a court of law against someone	MI	court	046006002 046006004 059002006	you are	you are	you are	you are	you are	lawsuits	you are	33	33	33	33	33	33	33
κριτής	G2923	kritēs	judge	one who presides over a court session and pronounces judgment	BE	people; occupations; court; law	040005025 040005025 040012027 042011019 042012014 042012058 042012058 042018002 042018006 044010042 044013020 044018015 044024010 055004008 058012023 059002004 059004011 059004012 059005009	judge	judge	judge	judge	judge	judge	judge	53	59	71	71	71	71	59
κριτικός	G2924	kritikos	able to discern	pertaining to the ability or capacity to judge cases	MI	intellect; choice	058004012	even to dividing	even to dividing	marrow and discerning		marrow and discerning	able to judge	and a discerner	100	100	100	0	100	100	100
κρίθινος	G2916	krithinos	of barley	(derivative of κριθή barley) pertaining to being made or consisting of barley	FL	agriculture	043006009 043006013	barley	barley	barley	of barley	barley	barley	barley	100	100	100	50	100	100	100
κρίμα	G2917	krima	judgment, verdict; condemnation	the legal decision rendered by a judge, whether for or against the accused; the legal decision of guilt liable to punishment rendered by a judge	MI	court; guilt, responsibility; repay, reward, punish	040007002 041012040 042020047 042023040 042024020 043009039 044024025 045002002 045002003 045003008 045005016 045011033 045013002 046006007 046011029 046011034 048005010 054003006 054005012 058006002 059003001 060004017 061002003 065001004 066017001 066018020 066020004	judgment	judgment	judgment	judgment	judgment	judgment	judgment	48	44	48	26	52	44	44
κρίνον	G2918	krinon	wild flower	any one of several types of flowers, usually uncultivated	FL	plants	040006028 042012027	wild flowers	field grow They	field how	wild flowers	field how	the flowers	field how	50	50	50	100	50	100	50
κρίνω-1	G2919	krinō-1	to rule, govern	to rule over people	MI	authority	040019028 042022030	Truly	the truth	Truly	to rule	Truly	the truth	throne	50	50	50	100	50	50	50
κρίνω-2	G2919	krinō-2	to judge; be judged (pass.); sue; decide; esteem; be considered (pass.)	to come to a conclusion in the process of thinking and thus to be in a position to make a decision	MI	intellect; choice	040005040 040007001 040007001 040007002 040007002 042006037 042006037 042007043 042012057 042019022 043003017 043003018 043003018 043005022 043005030 043007024 043007024 043007051 043008015 043008015 043008016 043008026 043008050 043012047 043012047 043012048 043012048 043016011 043018031 044003013 044004019 044007007 044013027 044013046 044015019 044016004 044016015 044017031 044020016 044021025 044023003 044023006 044024021 044025009 044025010 044025020 044025025 044026006 044026008 044027001 045002001 045002001 045002001 045002003 045002012 045002016 045002027 045003004 045003006 045003007 045014003 045014004 045014005 045014005 045014010 045014013 045014013 045014022 046002002 046004005 046005003 046005012 046005012 046005013 046006001 046006002 046006002 046006003 046006006 046007037 046010015 046010029 046011013 046011031 046011032 047002001 047005014 051002016 053002012 055004001 056003012 058010030 058013004 059002012 059004011 059004011 059004011 059004012 059005009 060001017 060002023 060004005 060004006 066006010 066011018 066016005 066018008 066018020 066019002 066019011 066020012 066020013	to judge	to judge	to judge	to judge	to judge	decided	to judge	7	7	8	9	8	9	6
κρίσις-1	G2920	krisis-1	judgment, decision; accusation, condemnation	the legal decision rendered by a judge, whether for or against the accused; the legal decision of guilt liable to punishment rendered by a judge	MI	court; guilt, responsibility; repay, reward, punish	040005021 040005022 040010015 040011022 040011024 040012036 040012041 040012042 040023033 042010014 042011031 042011032 043003019 043005022 043005024 043005027 043005029 043007024 043008016 043012031 043016008 043016011 053001005 054005024 058009027 058010027 059002013 059002013 061002004 061002009 061002011 061003007 062004017 065001006 065001009 065001015 066014007 066016007 066018010 066019002	judgment	judgment	judgment	Judgment	judgment	judgment	judgment	69	69	92	33	92	79	79
κρίσις-2	G2920	krisis-2	justice, fairness	the administration of justice	MI	morals and ethics; repay, reward, punish	040012018 040012020 040023023 042011042 043016011	justice	justice	justice	justice	justice	justice	faith these	60	60	80	60	80	80	20
Κρίσπος	G2921	Krispos	Crispus	a leader of the synagogue in Corinth	PN	person	044018008 046001014	Crispus	Crispus	Crispus	Crispus	Crispus	Crispus	Crispus	100	100	100	100	100	100	100
κτήνος	G2934	ktēnos	beast of burden; riding animal; cattle	a larger type of domesticated animal, primarily one used for riding or carrying loads	FA	mammals; domestic animals	042010034 044023024 046015039 066018013	cattle	cattle	cattle	cattle	cattle	cattle	care	25	25	25	25	25	25	25
κυνάριον	G2952	kunarion	dog	relatively small light brown domestic animal, feeding on anything from household refuse to animal carcasses and excreta; Canis familiaris putiatini; associated with all sorts of uncleanness, aggression, greediness, low status	FA	mammals; domestic animals	040015026 040015027 041007027 041007028	dogs	dogs	dogs	dogs	dogs	dogs	dogs	100	100	100	100	100	100	100
Κυρηναῖος	G2956	Kurēnaios	Cyrenian	a person who lives in or is a native of Cyrene	PN	group	040027032 041015021 042023026 044006009 044011020 044013001	Cyrene	Cyrene	Cyrene	Cyrene	Cyrene	Cyrene	Cyrenian	83	83	83	67	83	67	33
Κυρήνη	G2957	Kurēnē	Cyrene	a city on the coast of north Africa	PN	settlement	044002010	Cyrene	Cyrene	Cyrene	Cyrene	Cyrene	Cyrene	Cyrene	100	100	100	100	100	100	100
Κυρήνιος	G2958	Kurēnios	Quirinius	the imperial governor of Syria	PN	person	042002002	Quirinius	Quirinius	Quirinius	Quirinius	Quirini-us	Quirinius	Cyrenius	100	100	100	100	100	100	100
κυριότης	G2963	kuriotēs	ruling power, lordship, authority	a supernatural ruling power; a supernatural power having some particular role in controlling the destiny and activities of human beings	AT	supernatural beings and powers; authority	049001021 051001016 061002010 065001008	authority	authority	authority	authority	authority	authority	and power	75	75	75	75	75	75	25
κύμβαλον	G2950	kumbalon	cymbals	a percussion instrument consisting of two metal discs which were struck together in order to make a shrill, clashing sound	RE	artifacts; music and dance	046013001	cymbal	cymbal	cymbal		cymbal	cymbal	cymbal	100	100	100	0	100	100	100
κύμινον	G2951	kuminon	cumin	probably the plant Cuminum cyminum; same family as carrot; branches from the base and has similar leaves and flowers, though seeds have a sharper smell; planted and harvested each year, reaching a height of about 50-60 cm; seeds are used in cooking and as medicine	FL	food	040023023	cumin	cummin	cumin	cumin	cummin	cumin	cummin	100	100	100	100	100	100	100
Κύπριος	G2953	Kuprios	from Cyprus	a person who is a native of Cyprus	PN	group	044004036 044011020 044021016	from Cyprus	from Cyprus	of Cyprus	from Cyprus	of Cyprus	of Cyprus	of Cyprus	100	100	100	67	100	67	100
Κύπρος	G2954	Kupros	Cyprus	an island off the south coast of Asia Minor	PN	area	044011019 044013004 044015039 044021003 044027004	Cyprus	Cyprus	Cyprus	Cyprus	Cyprus	Cyprus	Cyprus	100	100	100	100	100	100	100
κύριος	G2962	kurios	master, owner, lord, Lord	person with authority; also used to refer to God, especially in cases where the OT would have used the Tetragrammaton "YHWH"	BE	people; authority	040001020 040001022 040001024 040002013 040002015 040002019 040003003 040004007 040004010 040005033 040006024 040007021 040007021 040007022 040007022 040008002 040008006 040008008 040008021 040008025 040009028 040009038 040010024 040010025 040011025 040012008 040013027 040014028 040014030 040015022 040015025 040015027 040015027 040016022 040017004 040017015 040018021 040018025 040018027 040018031 040018032 040018034 040020008 040020030 040020031 040020033 040021003 040021009 040021030 040021040 040021042 040022037 040022043 040022044 040022044 040022045 040023039 040024042 040024045 040024046 040024048 040024050 040025011 040025011 040025018 040025019 040025020 040025021 040025021 040025022 040025023 040025023 040025024 040025026 040025037 040025044 040026022 040027010 040027063 040028002 041001003 041002028 041005019 041007028 041011003 041011009 041012009 041012011 041012029 041012029 041012030 041012036 041012036 041012037 041013020 041013035 041016019 041016020 042001006 042001009 042001011 042001015 042001016 042001017 042001025 042001028 042001032 042001038 042001043 042001045 042001046 042001058 042001066 042001068 042001076 042002009 042002009 042002011 042002015 042002022 042002023 042002023 042002024 042002026 042002039 042003004 042004008 042004012 042004018 042004019 042005008 042005012 042005017 042006005 042006046 042006046 042007006 042007013 042007019 042009054 042009059 042009061 042010001 042010002 042010017 042010021 042010027 042010039 042010040 042010041 042011001 042011039 042012036 042012037 042012041 042012042 042012042 042012043 042012045 042012046 042012047 042013008 042013015 042013023 042013025 042013035 042014021 042014022 042014023 042016003 042016005 042016005 042016008 042016013 042017005 042017006 042017037 042018006 042018041 042019008 042019008 042019016 042019018 042019020 042019025 042019031 042019033 042019034 042019038 042020013 042020015 042020037 042020042 042020042 042020044 042022033 042022038 042022049 042022061 042022061 042024003 042024034 043001023 043004011 043004015 043004019 043004049 043005007 043006023 043006034 043006068 043008011 043009036 043009038 043011002 043011003 043011012 043011021 043011027 043011032 043011034 043011039 043012013 043012021 043012038 043012038 043013006 043013009 043013013 043013014 043013016 043013025 043013036 043013037 043014005 043014008 043014022 043015015 043015020 043020002 043020013 043020015 043020018 043020020 043020025 043020028 043021007 043021007 043021012 043021015 043021016 043021017 043021020 043021021 044001006 044001021 044001024 044002020 044002021 044002025 044002034 044002034 044002036 044002039 044002047 044003020 044003022 044004026 044004029 044004033 044005009 044005014 044005019 044007031 044007033 044007049 044007059 044007060 044008016 044008022 044008024 044008025 044008026 044008039 044009001 044009005 044009010 044009010 044009011 044009013 044009015 044009017 044009027 044009028 044009031 044009035 044009042 044010004 044010014 044010033 044010036 044011008 044011016 044011017 044011020 044011021 044011021 044011023 044011024 044012007 044012011 044012017 044012023 044013002 044013010 044013011 044013012 044013044 044013047 044013048 044013049 044014003 044014023 044015011 044015017 044015017 044015026 044015035 044015036 044015040 044016014 044016015 044016016 044016019 044016030 044016031 044016032 044017024 044018008 044018009 044018025 044019005 044019010 044019013 044019017 044019020 044020019 044020021 044020024 044020035 044021013 044021014 044022008 044022010 044022010 044022019 044023011 044025026 044026015 044026015 044028031 045001004 045001007 045004008 045004024 045005001 045005011 045005021 045006023 045007025 045008039 045009028 045009029 045010009 045010012 045010013 045010016 045011003 045011034 045012011 045012019 045013014 045014004 045014004 045014006 045014006 045014006 045014008 045014008 045014008 045014011 045014014 045015006 045015011 045015030 045016002 045016008 045016011 045016012 045016012 045016013 045016018 045016020 045016022 046001002 046001003 046001007 046001008 046001009 046001010 046001031 046002008 046002016 046003005 046003020 046004004 046004005 046004017 046004019 046005004 046005004 046005005 046006011 046006013 046006013 046006014 046006017 046007010 046007012 046007017 046007022 046007022 046007025 046007025 046007032 046007032 046007034 046007035 046007039 046008005 046008006 046009001 046009001 046009002 046009005 046009014 046010021 046010021 046010022 046010026 046011011 046011023 046011023 046011026 046011027 046011027 046011032 046012003 046012005 046014021 046014037 046015031 046015057 046015058 046015058 046016007 046016010 046016019 046016022 046016023 047001002 047001003 047001014 047002012 047003016 047003017 047003017 047003018 047003018 047004005 047004014 047005006 047005008 047005011 047006017 047006018 047008005 047008009 047008019 047008021 047010008 047010017 047010018 047011017 047011031 047012001 047012008 047013010 047013013 048001003 048001019 048004001 048005010 048006014 048006018 049001002 049001003 049001015 049001017 049002021 049003011 049004001 049004005 049004017 049005008 049005010 049005017 049005019 049005020 049005022 049006001 049006004 049006005 049006007 049006008 049006009 049006009 049006010 049006021 049006023 049006024 050001002 050001014 050002011 050002019 050002024 050002029 050003001 050003008 050003020 050004001 050004002 050004004 050004005 050004010 050004023 051001003 051001010 051002006 051003013 051003017 051003018 051003020 051003022 051003022 051003023 051003024 051003024 051004001 051004001 051004007 051004017 052001001 052001003 052001006 052001008 052002015 052002019 052003008 052003011 052003012 052003013 052004001 052004002 052004006 052004015 052004015 052004016 052004017 052004017 052005002 052005009 052005012 052005023 052005027 052005028 053001001 053001002 053001007 053001008 053001009 053001012 053001012 053002001 053002002 053002008 053002013 053002014 053002016 053003001 053003003 053003004 053003005 053003006 053003012 053003016 053003016 053003018 054001002 054001012 054001014 054006003 054006014 054006015 055001002 055001008 055001016 055001018 055001018 055002007 055002019 055002019 055002022 055002024 055003011 055004008 055004014 055004017 055004018 055004022 057001003 057001005 057001016 057001020 057001025 058001010 058002003 058007014 058007021 058008002 058008008 058008009 058008010 058008011 058010016 058010030 058012005 058012006 058012014 058013006 058013020 059001001 059001007 059002001 059003009 059004010 059004015 059005004 059005007 059005008 059005010 059005011 059005011 059005014 059005015 060001003 060001025 060002003 060002013 060003006 060003012 060003012 060003015 061001002 061001008 061001011 061001014 061001016 061002009 061002011 061002020 061003002 061003008 061003009 061003010 061003015 061003018 065001004 065001009 065001014 065001017 065001021 065001025 066001008 066004008 066004011 066007014 066011004 066011008 066011015 066011017 066014013 066015003 066015004 066016007 066017014 066017014 066018008 066019006 066019016 066019016 066021022 066022005 066022006 066022020 066022021	Lord	Lord	Lord	Lord	Lord	Lord	Lord	84	84	87	76	86	82	86
