LookupKey	Id	Gloss	Definition	spell-N	Category	Domain	Priority
zebulun	זְבוּלוּן	Zebulun	son of Jacob; founder of tribe of Zebulun	Zebulun	PN	person	6
zebulunite	זְבוּלוֹנִי	Zebulunite	descendant of Zebulun, son of Jacob	Zebulun	PN	group	1
zebulunled	זְבוּלוֹנִי	Zebulunite	descendant of Zebulun, son of Jacob	Zebulun	PN	group	5
zechariah	Ζαχαρίας-1	Zechariah	a priest who was the father of John the Baptist	Zechariah	PN	person	5
zechariah	Ζαχαρίας-2	Zechariah	an OT prophet killed in the Temple	Zechariah	PN	person	5
zechariah	זְכַרְיָה-1	Zechariah	son of Jeroboam; king of Isral (753-752)	Zechariah	PN	person	6
zechariah	זְכַרְיָה-2	Zechariah	father-in-law of king Ahaz	Zechariah	PN	person	6
zechariah	זְכַרְיָה-3	Zechariah	various men; tribe of Levi	Zechariah	PN	person	6
zechariah	זְכַרְיָה-4	Zechariah	son of Jeiel; tribe of Benjamin	Zechariah	PN	person	6
zechariah	זְכַרְיָה-5	Zechariah	official; time of Jehoshaphat	Zechariah	PN	person	6
zechariah	זְכַרְיָה-6	Zechariah	prophet	Zechariah	PN	person	6
zechariah	זְכַרְיָה-7	Zechariah	various men; time of Ezra and Nehemiah	Zechariah	PN	person	6
zechariah	זְכַרְיָהוּ-1	Zechariah	son of Jeroboam; king of Isral	Zechariah	PN	person	6
zechariah	זְכַרְיָהוּ-2	Zechariah	man; tribe of Reuben	Zechariah	PN	person	6
zechariah	זְכַרְיָהוּ-3	Zechariah	priest; time of king David	Zechariah	PN	person	6
zechariah	זְכַרְיָהוּ-4	Zechariah	son of Meshelemiah; gatekeeper; tribe of Levi	Zechariah	PN	person	6
zechariah	זְכַרְיָהוּ-5	Zechariah	father of Iddo, chief; tribe of Manasseh; time of David	Zechariah	PN	person	6
zechariah	זְכַרְיָהוּ-6	Zechariah	son of Benaiah; Levite; time of king Jehoshaphat	Zechariah	PN	person	6
zechariah	זְכַרְיָהוּ-7	Zechariah	son of Jehoshaphat, king of Judah	Zechariah	PN	person	6
zechariah	זְכַרְיָהוּ-8	Zechariah	prophet; time of Uzziah	Zechariah	PN	person	6
zechariah	זְכַרְיָהוּ-9	Zechariah	father-in-law of king Ahaz	Zechariah	PN	person	6
zechariah	זְכַרְיָהוּ-10	Zechariah	Levite; time of king Hezekiah	Zechariah	PN	person	6
zechariah	זְכַרְיָהוּ-11	Zechariah	Levite; time of king Josiah	Zechariah	PN	person	6
zechariah	זְכַרְיָהוּ-12	Zechariah	son of Jeberekiah; time of prophet Isaiah	Zechariah	PN	person	6
zechariah	זֶכֶר	Zecher	son of Jeiel; tribe of Benjamin	Zeker	PN	person	10
zecher	זֶכֶר	Zecher	son of Jeiel; tribe of Benjamin	Zeker	PN	person	10
zedad	צְדָד	Zedad	location along northern boundary of Israel	Zedad	PN	locale	1
zedekiah	צִדְקִיָּה-1	Zedekiah	son of Chenaanah; false prophet; time of king Ahab	Zedekiah	PN	person	6
zedekiah	צִדְקִיָּה-2	Zedekiah	son of Josiah; king of Judah (597-587)	Zedekiah	PN	person	6
zedekiah	צִדְקִיָּה-3	Zedekiah	son of Jehoiachin, king of Judah	Zedekiah	PN	person	6
zedekiah	צִדְקִיָּה-4	Zedekiah	man; after exile	Zedekiah	PN	person	6
zedekiah	צִדְקִיָּהוּ-1	Zedekiah	son of Chenaanah; false prophet; time of Ahab	Zedekiah	PN	person	6
zedekiah	צִדְקִיָּהוּ-2	Zedekiah	son of Josiah; king of Judah (597-587)	Zedekiah	PN	person	6
zedekiah	צִדְקִיָּהוּ-3	Zedekiah	false prophet; time of Jeremiah	Zedekiah	PN	person	6
zedekiah	צִדְקִיָּהוּ-4	Zedekiah	son of Hananiah; official; time of Jehoiakim	Zedekiah	PN	person	6
zedekiah	Σεδεκιας (DC)	Zedekiah	NEW		PN	person	9
zeeb	זְאֵב-2	Zeeb	king of Midian	Zeeb	PN	person	6
zeker	זֶכֶר	Zecher	son of Jeiel; tribe of Benjamin	Zeker	PN	person	6
zela	צֵלַע	Zela	town; territory of Benjamin	Zela	PN	settlement	1
zelah	צֵלַע	Zela	town; territory of Benjamin	Zela	PN	settlement	5
zelahaeleph	צֵלַע הָאֶלֶף	Zela Haeleph	town; territory of Benjamin	Zelah Haeleph	PN	settlement	1
zelaheleph	צֵלַע הָאֶלֶף	Zela Haeleph	town; territory of Benjamin	Zelah Haeleph	PN	settlement	5
zelahhaeleph	צֵלַע הָאֶלֶף	Zela Haeleph	town; territory of Benjamin	Zelah Haeleph	PN	settlement	1
zelek	צֶלֶק	Zelek	Ammonite; warrior; time of king David	Zelek	PN	person	6
zelophehad	צְלָפְחָד	Zelophehad	son of Hepher; tribe of Manasseh	Zelophehad	PN	person	6
zelotes	ζηλωτής-2	Zealot	a member of a Jewish nationalistic group seeking independence from Rome	Zealot	BE	people; association	14
zelzah	צֶלְצַח	Zelzah	location; territory of Benjamin	Zelzah	PN	locale	1
zemaraim	צְמָרַיִם	Zemaraim	town; territory of Benjamin	Zemaraim	PN	settlement	1
zemarite	צְמָרִי	Zemarite	descendant of Canaan	Zemarites	PN	group	5
zemarites	צְמָרִי	Zemarite	descendant of Canaan	Zemarites	PN	group	1
zemira	זְמִירָה	Zemirah	son of Becher; tribe of Benjamin	Zemirah	PN	person	10
zemirah	זְמִירָה	Zemirah	son of Becher; tribe of Benjamin	Zemirah	PN	person	6
zenan	צְנָן	Zenan	town; territory of Judah	Zenan	PN	settlement	1
zenas	Ζηνᾶς	Zenas	a Christian lawyer	Zenas	PN	person	5
zephaniah	צְפַנְיָה-1	Zephaniah	son of Tahath; ancestor of Heman; tribe of Levi	Zephaniah	PN	person	6
zephaniah	צְפַנְיָה-2	Zephaniah	priest; tribe of Levi; time of Zedekiah	Zephaniah	PN	person	6
zephaniah	צְפַנְיָה-3	Zephaniah	son of Cushi; prophet	Zephaniah	PN	person	6
zephaniah	צְפַנְיָה-4	Zephaniah	father of Josiah, Hen, time of Zechariah	Zephaniah	PN	person	6
zephaniah	צְפַנְיָהוּ	Zephaniah	priest; tribe of Levi; time of Zedekiah	Zephaniah	PN	person	6
zephath	צְפַת	Zephath	town; Canaan	Zephath	PN	settlement	1
zephathah	צְפָתָה	Zephathah	valley; near Mareshah	Zephathah	PN	nature	1
zephi	צְפִי	Zephi	son of Eliphaz, son of Esau Zepho in Gen 36.11, 15	Zepho	PN	person	6
zepho	צְפוֹ	Zepho	son of Eliphaz, son of Esau Zephi in 1CH 1.36	Zepho	PN	person	6
zepho	צְפִי	Zephi	son of Eliphaz, son of Esau Zepho in Gen 36.11, 15	Zepho	PN	person	6
zephon	צְפוֹנִי	Zephonite	descendant of Zephon, son of Gad	Zephonite	PN	group	5
zephon	צְפוֹן	Zephon	son of Gad	Zephon	PN	person	6
zephon	צִפְיוֹן	Ziphion	son of Gad	Zephon	PN	person	6
zephonite	צְפוֹנִי	Zephonite	descendant of Zephon, son of Gad	Zephonite	PN	group	5
zephonites	צְפוֹנִי	Zephonite	descendant of Zephon, son of Gad	Zephonite	PN	group	1
zer	צֵר	Zer	fortified town; territory of Naphtali	Zer	PN	settlement	1
zerah	זַרְחִי-1	Zerahite	descendant of Zerah, son of Simeon	Zerahite	PN	group	5
zerah	זַרְחִי-2	Zerahite	descendant of Zerah, son of Judah	Zerahite	PN	group	5
zerah	Ζάρα	Zerah	a person in the genealogy of Jesus	Zerah	PN	person	5
zerah	זֶרַח-1	Zerah	son of Reuel, son of Esau	Zerah	PN	person	6
zerah	זֶרַח-2	Zerah	son of Judah and Tamar; brother of Perez	Zerah	PN	person	6
zerah	זֶרַח-3	Zerah	father of Jobab, king of Edom	Zerah	PN	person	6
zerah	זֶרַח-4	Zerah	son of Simeon	Zerah	PN	person	6
zerah	זֶרַח-5	Zerah	son of Iddo; descendant of Libni; tribe of Levi	Zerah	PN	person	6
zerah	זֶרַח-6	Zerah	son of Adaiah; ancestor of Asaph; tribe of Levi	Zerah	PN	person	6
zerah	זֶרַח-7	Zerah	king of Ethiopia; time of king Asa	Zerah	PN	person	6
zerahiah	זְרַחְיָה-1	Zerahiah	son of Uzzi; high priest; tribe of Levi	Zerahiah	PN	person	6
zerahiah	זְרַחְיָה-2	Zerahiah	father of Eliehoenai; after exile	Zerahiah	PN	person	6
zerahite	זַרְחִי-2	Zerahite	descendant of Zerah, son of Judah	Zerahite	PN	group	1
zerahite	זַרְחִי-1	Zerahite	descendant of Zerah, son of Simeon	Zerahite	PN	group	5
zerahites	זַרְחִי-1	Zerahite	descendant of Zerah, son of Simeon	Zerahite	PN	group	1
zerahites	זַרְחִי-2	Zerahite	descendant of Zerah, son of Judah	Zerahite	PN	group	5
zerahthe	זַרְחִי-1	Zerahite	descendant of Zerah, son of Simeon	Zerahite	PN	group	5
zered	זֶרֶד	Zered	valley, river	Zered	PN	nature	1
zereda	צְרֵדָה	Zeredah	town; territory of Ephraim	Zeredah	PN	settlement	5
zeredah	צְרֵדָה	Zeredah	town; territory of Ephraim	Zeredah	PN	settlement	1
zererah	צְרֵרָה	Zererah	town; territory of Ephraim	Zererah	PN	settlement	1
zererath	צְרֵרָה	Zererah	town; territory of Ephraim	Zererah	PN	settlement	5
zeresh	זֶרֶשׁ	Zeresh	wife of Haman	Zeresh	PN	person	6
zeresh	Ζωσαρα (DC)	Zeresh	
    		PN	person	9
zereth	צֶרֶת	Zereth	son of Ashhur; tribe of Judah	Zereth	PN	person	6
zerethshahar	צֶרֶת הַשַּׁחַר	Zereth-Shahar	town; territory of Reuben	Zereth Shahar	PN	settlement	1
zeri	צְרִי	Zeri	son of Jeduthun; temple singer; time of king David	Zeri	PN	person	6
zeri	יִצְרִי-2	Izri	man; tribe of Levi	Izri	PN	person	10
zeror	צְרוֹר-1	Zeror	son of Becorath; ancestor of king Saul; tribe of Benjamin	Zeror	PN	person	6
zeruah	צְרוּעָה	Zeruah	mother of king Jeroboam I of Isral	Zeruah	PN	person	6
zerubbabel	Ζοροβαβέλ	Zerubbabel	a governor in postexilic Jerusalem who was mentioned in the genealogy of Jesus	Zerubbabel	PN	person	5
zerubbabel	זְרֻבָּבֶל (AR)	Zerubbabel	governor of Israel; tribe of Judah; after exile	Zerubbabel	PN	person	6
zerubbabel	זְרֻבָּבֶל	Zerubbabel	governor of Israel; tribe of Judah; after exile	Zerubbabel	PN	person	6
zerubbabel	Ζοροβαβελ (DC)	Zerubbabel	
    		PN	person	9
zeruiah	צְרוּיָה	Zeruiah	daughter of Nahash; sister of David	Zeruiah	PN	person	6
zetham	זֵתָם	Zetam	son of Ladan; Levite; time of king David	Zetham	PN	person	6
zethan	זֵיתָן	Zetan	son of Bilhan; tribe of Benjamin	Zethan	PN	person	6
zethar	זֵתַר	Zethar	eunuch; servant of king Ahasuerus (Xerxes)	Zethar	PN	person	6
zeus	Ζεύς	Zeus	the chief Greek deity	Zeus	PN	supernatural beings and powers	0
zia	זִיעַ	Zia	man; tribe of Gad	Zia	PN	person	6
ziba	צִיבָא	Ziba	servant of king Saul	Ziba	PN	person	6
zibeon	צִבְעוֹן-1	Zibeon	father of Anah; Hivite	Zibeon	PN	person	6
zibeon	צִבְעוֹן-2	Zibeon	son of Seir	Zibeon	PN	person	6
zibia	צִבְיָא	Zibia	son of Shaharaim; tribe of Benjamin	Zibia	PN	person	6
zibiah	צִבְיָה	Zibiah	of Beersheba; wife of Ahaziah; mother of Joash, king of Judah	Zibiah	PN	person	6
zichri	זִכְרִי-1	Zichri	various men	Zikri	PN	person	6
zichri	זִכְרִי-2	Zichri	son of Shimei; family head; tribe of Benjamin	Zikri	PN	person	6
zichri	זִכְרִי-3	Zichri	son of Shashak; family head; tribe of Benjamin	Zikri	PN	person	6
zichri	זִכְרִי-4	Zichri	son of Jeroham; family head; tribe of Benjamin	Zikri	PN	person	6
zichri	זִכְרִי-5	Zichri	son of Asaph; ancestor of Mattaniah, Levite	Zikri	PN	person	6
zichri	זִכְרִי-6	Zichri	son of Joram; tribe of Levi	Zikri	PN	person	6
zichri	זִכְרִי-7	Zichri	father of Eliezer, chief; tribe of Reuben; time of David	Zikri	PN	person	6
zicri	זִכְרִי-1	Zichri	various men	Zikri	PN	person	10
zicri	זִכְרִי-2	Zichri	son of Shimei; family head; tribe of Benjamin	Zikri	PN	person	10
zicri	זִכְרִי-3	Zichri	son of Shashak; family head; tribe of Benjamin	Zikri	PN	person	10
zicri	זִכְרִי-4	Zichri	son of Jeroham; family head; tribe of Benjamin	Zikri	PN	person	10
zicri	זִכְרִי-5	Zichri	son of Asaph; ancestor of Mattaniah, Levite	Zikri	PN	person	10
zicri	זִכְרִי-6	Zichri	son of Joram; tribe of Levi	Zikri	PN	person	10
zicri	זִכְרִי-7	Zichri	father of Eliezer, chief; tribe of Reuben; time of David	Zikri	PN	person	10
ziddim	צִדִּים	Ziddim	fortified town; territory of Naphtali	Ziddim	PN	settlement	1
zidon	עֶבְרוֹן	Abdon	town; for Levites; territory of Asher	Abdon	PN	settlement	5
zidon	צִידוֹן	Sidon	son of Canaan; town in Phoenicia	Sidon	PN	person	10
zidonians	צִידֹנִי	Sidonian	inhabitant of Sidon	Sidonians	PN	group	5
ziha	צִיחָא	Ziha	head of a family of temple servants; after exile	Ziha	PN	person	6
ziklag	צִקְלַג	Ziklag	location; territory of Simeon	Ziklag	PN	locale	1
zikri	זִכְרִי-1	Zichri	various men	Zikri	PN	person	10
zikri	זִכְרִי-2	Zichri	son of Shimei; family head; tribe of Benjamin	Zikri	PN	person	10
zikri	זִכְרִי-3	Zichri	son of Shashak; family head; tribe of Benjamin	Zikri	PN	person	10
zikri	זִכְרִי-4	Zichri	son of Jeroham; family head; tribe of Benjamin	Zikri	PN	person	10
zikri	זִכְרִי-5	Zichri	son of Asaph; ancestor of Mattaniah, Levite	Zikri	PN	person	10
zikri	זִכְרִי-6	Zichri	son of Joram; tribe of Levi	Zikri	PN	person	10
zikri	זִכְרִי-7	Zichri	father of Eliezer, chief; tribe of Reuben; time of David	Zikri	PN	person	10
zillah	צִלָּה	Zillah	wife of Lamech	Zillah	PN	person	6
zillethai	צִלְּתַי-1	Zillethai	son of Shimei; family head; tribe of Benjamin	Zillethai	PN	person	6
zillethai	צִלְּתַי-2	Zillethai	officer; tribe of Manasseh; time of king David	Zillethai	PN	person	6
zilpah	זִלְפָּה	Zilpah	concubine of Jacob	Zilpah	PN	person	6
zilthai	צִלְּתַי-1	Zillethai	son of Shimei; family head; tribe of Benjamin	Zillethai	PN	person	10
zilthai	צִלְּתַי-2	Zillethai	officer; tribe of Manasseh; time of king David	Zillethai	PN	person	10
zimmah	זִמָּה-1	Zimmah	son of Jahath; descendant of Gershom; tribe of Levi	Zimmah	PN	person	6
zimmah	זִמָּה-2	Zimmah	son of Shimei; ancestor of Asaph; tribe of Levi	Zimmah	PN	person	6
zimmah	זִמָּה-3	Zimmah	father of Joah, Levite, time of king Hezekiah	Zimmah	PN	person	6
zimran	זִמְרָן	Zimran	son of Abraham	Zimran	PN	person	6
zimri	זִמְרִי-5	Zimri	people	Zimri	PN	group	1
zimri	זִמְרִי-1	Zimri	king of Israel (885/84)	Zimri	PN	person	6
